"Data.Column1,Bone v Brain.xlsx,Bone v Breast.xlsx,Bone v Liver.xlsx,Bone v Lung.xlsx,Bone v Lymph node.xlsx,Bone v Muscle.xlsx,Bone v Ovary.xlsx,Bone v Peritoneum.xlsx,Bone v Pleura.xlsx,Bone v Skin.xlsx,Brain v Breast.xlsx,Brain v Liver.xlsx,Brain v Lung.xlsx,Brain v Lymph Node.xlsx,Brain v Muscle.xlsx,Brain v Ovary.xlsx,Brain v Peritoneum.xlsx,Brain v Pleura.xlsx,Brain v Skin.xlsx,Breast v Liver.xlsx,Breast v Lung.xlsx,Breast v Lymph Node.xlsx,Breast v Muscle.xlsx,Breast v Ovary.xlsx,Breast v Peritonuem.xlsx,Breast v Pleura.xlsx,Breast v Skin.xlsx,Liver v Lung.xlsx,Liver v Lymph Node.xlsx,Liver v Muscle.xlsx,Liver v Ovary.xlsx,Liver v Peritoneum.xlsx,Liver v Pleura.xlsx,Liver v Skin.xlsx,Lung v Lymph Node.xlsx,Lung v Muscle.xlsx,Lung v Ovary.xlsx,Lung v Peritoneum.xlsx,Lung v Pleura.xlsx,Lung v Skin.xlsx,Lymph Node v Muscle.xlsx,Lymph Node v Ovary.xlsx,Lymph Node v Peritoneum.xlsx,Lymph Node v Pleura.xlsx,Lymph Node v Skin.xlsx,Muscle v Ovary.xlsx,Muscle v Peritoneum.xlsx,Muscle v Pleura.xlsx,Muscle v Skin.xlsx,Ovary v Peritoneum.xlsx,Ovary v Pleura.xlsx,Ovary v Skin.xlsx,Peritenum v Skin.xlsx,Peritoneum v Pleura.xlsx,Pleura v Skin.xlsx"
"LRRC32,0.083638,0.173943,-0.81462,-0.58189,0.3227639,-0.6567,0.38461,0.24544,0.4436376,-0.588373,0.0903,-0.898256,-0.665528,0.239126,-0.74033,0.30097,0.1618017,0.36,-0.672,-0.9885603,-0.755833,0.148821,-0.83064,0.210667,0.0715,0.269695,-0.762315,0.23273,1.137382,0.157922,1.19923,1.06006,1.258255,0.22625,0.90465,-0.07481,0.9665,0.82733,1.0255276,-0.00648,-0.97946,0.06185,-0.07732,0.1208736,-0.911137,1.04131,0.90214,1.10033,0.06832,-0.13917,0.05903,-0.97298,-0.833812,0.198198,-1.03201"
"LTB,0.760524,-0.589433,0.32513,-0.919824,-0.8837737,0.94433,1.14684,-2.27754,-1.5490469,-0.929381,-1.34996,-0.435399,-1.680348,-1.644298,0.1838,0.38631,-3.0380611,-2.309571,-1.69,0.9145582,-0.330391,-0.294341,1.53376,1.736272,-1.6881,-0.959614,-0.339948,-1.24495,-1.208899,0.6192,0.82171,-2.60266,-1.874172,-1.25451,0.03605,1.86415,2.06666,-1.357713,-0.6292227,-0.00956,1.8281,2.03061,-1.39376,-0.6652731,-0.045607,0.20251,-3.22186,-2.49337,-1.87371,-3.42438,-2.69589,-2.07622,1.348156,0.72849,0.619666"
"LTBP1,0.526636,0.972413,0.27855,0.228726,1.3875825,2.20177,-0.15286,1.86547,1.3530779,0.689899,0.44578,-0.248089,-0.297909,0.860947,1.67513,-0.6795,1.33883,0.826442,0.163,-0.6938671,-0.743687,0.415169,1.22936,-1.125273,0.89305,0.380664,-0.282514,-0.04982,1.109036,1.923224,-0.43141,1.58692,1.074532,0.41135,1.15886,1.97304,-0.38159,1.636739,1.1243515,0.46117,0.81419,-1.54044,0.47788,-0.0345046,-0.697683,-2.35463,-0.3363,-0.84869,-1.51187,2.01833,1.50594,0.84276,-1.175567,-0.512388,-0.663179"
"MAD2L1,0.097293,0.142496,0.04149,0.035327,0.2308122,0.61575,0.60269,-0.17851,0.2335282,0.395865,0.0452,-0.055808,-0.061966,0.133519,0.51845,0.50539,-0.2758025,0.136235,0.299,-0.101011,-0.107169,0.088316,0.47325,0.46019,-0.32101,0.091032,0.253369,-0.00616,0.189327,0.574261,0.5612,-0.21999,0.192043,0.35438,0.19548,0.58042,0.56736,-0.213837,0.1982009,0.36054,0.38493,0.37187,-0.40932,0.0027161,0.165053,-0.01306,-0.79426,-0.38222,-0.21988,-0.7812,-0.36916,-0.20682,0.574374,0.412037,0.162337"
"MAF,0.663813,-0.13648,0.05935,-0.088583,0.195837,-0.14034,-0.52492,0.21812,-0.15254,-1.031226,-0.80029,-0.604463,-0.752396,-0.467976,-0.80416,-1.18873,-0.4456881,-0.816353,-1.7,0.19583,0.047896,0.332317,-0.00386,-0.388437,0.3546,-0.01606,-0.894746,-0.14793,0.136487,-0.199692,-0.58427,0.15877,-0.21189,-1.09058,0.28442,-0.05176,-0.43633,0.306708,-0.0639565,-0.94264,-0.33618,-0.72075,0.02229,-0.348377,-1.227063,-0.38458,0.35847,-0.0122,-0.89088,0.74304,0.37238,-0.50631,-1.249351,-0.370665,-0.878686"
"MAML2,-0.034052,0.349156,0.41986,-0.618852,-0.0853676,0.1441,-0.69648,0.05916,-0.273066,-0.464575,0.38321,0.453914,-0.5848,-0.051316,0.17815,-0.66243,0.0932146,-0.239014,-0.431,0.0707059,-0.968008,-0.434524,-0.20506,-1.045635,-0.28999,-0.622222,-0.813731,-1.03871,-0.50523,-0.275761,-1.11634,-0.3607,-0.692928,-0.88444,0.53348,0.76295,-0.07763,0.678015,0.3457857,0.15428,0.22947,-0.61111,0.14453,-0.1876984,-0.379207,-0.84058,-0.08494,-0.41717,-0.60868,0.75564,0.42341,0.2319,-0.523738,-0.332229,-0.191509"
"MAP2K4,0.14985,0.529247,0.07475,0.067948,0.2291415,0.08831,0.47399,0.80505,0.2232519,0.24093,0.3794,-0.075096,-0.081903,0.079291,-0.06154,0.32414,0.6551996,0.073402,0.0911,-0.4544924,-0.461299,-0.300105,-0.44094,-0.055252,0.2758,-0.305995,-0.288317,-0.00681,0.154387,0.013554,0.39924,0.7303,0.148498,0.16618,0.16119,0.02036,0.40605,0.737102,0.1553044,0.17298,-0.14083,0.24485,0.57591,-0.0058896,0.011788,0.38569,0.71674,0.13494,0.15262,0.33106,-0.25074,-0.23306,-0.56412,-0.581798,0.017678"
"MAP3K12,0.106,0.434503,0.19052,-0.167946,0.1844346,0.2109,0.07346,0.33206,0.1497133,0.0237,0.3285,0.084524,-0.273946,0.078435,0.1049,-0.03254,0.2260599,0.043714,-0.0823,-0.2439786,-0.602449,-0.250068,-0.2236,-0.361043,-0.10244,-0.284789,-0.410802,-0.35847,-0.006089,0.020378,-0.11706,0.14154,-0.040811,-0.16682,0.35238,0.37885,0.24141,0.500006,0.3176598,0.19165,0.02647,-0.11097,0.14762,-0.0347213,-0.160734,-0.13744,0.12116,-0.06119,-0.1872,0.2586,0.07625,-0.04976,-0.308359,-0.182346,-0.126013"
"MAPK1,0.133172,0.208302,0.0892,-0.189396,0.0528462,-0.10613,0.14187,0.24607,0.0817326,-0.020129,0.07513,-0.043974,-0.322568,-0.080325,-0.23931,0.0087,0.1128948,-0.051439,-0.153,-0.1191044,-0.397698,-0.155456,-0.31444,-0.066435,0.03776,-0.126569,-0.228431,-0.27859,-0.036351,-0.195331,0.05267,0.15687,-0.007465,-0.10933,0.24224,0.08326,0.33126,0.435463,0.2711291,0.16927,-0.15898,0.08902,0.19322,0.0288864,-0.072976,0.248,0.3522,0.18787,0.086,0.1042,-0.06013,-0.162,-0.266196,-0.164334,-0.101862"
"MAPK10,-1.295786,0.239492,-0.19617,-0.965075,0.3744419,0.92489,-1.17059,1.73191,0.3428253,0.033825,1.53528,1.099618,0.330711,1.670228,2.22067,0.1252,3.027697,1.638611,1.33,-0.4356605,-1.204567,0.13495,0.68539,-1.41008,1.49242,0.103333,-0.205667,-0.76891,0.57061,1.121053,-0.97442,1.92808,0.538994,0.22999,1.33952,1.88996,-0.20551,2.696986,1.3079001,0.9989,0.55044,-1.54503,1.35747,-0.0316166,-0.340617,-2.09547,0.80703,-0.58206,-0.89106,2.9025,1.51341,1.20441,-1.698086,-1.389086,-0.309"
"MAPK3,0.217921,0.622668,0.17164,0.225375,0.496014,-0.01129,0.37927,-0.10133,0.1970132,0.438425,0.40475,-0.046282,0.007455,0.278093,-0.22921,0.16135,-0.3192555,-0.020908,0.221,-0.4510284,-0.397292,-0.126654,-0.63395,-0.243399,-0.724,-0.425654,-0.184242,0.05374,0.324375,-0.182926,0.20763,-0.27297,0.025374,0.26679,0.27064,-0.23666,0.15389,-0.32671,-0.0283623,0.21305,-0.5073,-0.11675,-0.59735,-0.2990008,-0.057589,0.39056,-0.09005,0.2083,0.44971,-0.4806,-0.18226,0.05916,0.53976,0.298348,0.241412"
"MAPK8IP2,-1.334023,-0.250762,-0.37808,-0.03227,0.1679759,-0.25427,0.92819,1.28669,-0.0541691,0.073547,1.08326,0.955939,1.301753,1.501999,1.07975,2.26221,2.6207094,1.279854,1.41,-0.1273217,0.218492,0.418738,-0.00351,1.178949,1.53745,0.196593,0.324309,0.34581,0.54606,0.123813,1.30627,1.66477,0.323915,0.45163,0.20025,-0.222,0.96046,1.318956,-0.0218992,0.10582,-0.42225,0.76021,1.11871,-0.2221451,-0.094429,1.18246,1.54096,0.2001,0.32782,0.3585,-0.98236,-0.85464,-1.213139,-1.340855,0.127716"
"MAPT,0.077435,0.445252,-0.78954,-0.924868,0.5055056,-2.57909,0.12051,2.55599,-0.0022529,0.030247,0.36782,-0.866977,-1.002303,0.428071,-2.65653,0.04308,2.4785575,-0.079688,-0.0472,-1.2347935,-1.370119,0.060254,-3.02434,-0.324737,2.11074,-0.447505,-0.415005,-0.13533,1.295047,-1.78955,0.91006,3.34553,0.787289,0.81979,1.43037,-1.65422,1.04538,3.48086,0.9226149,0.95511,-3.0846,-0.38499,2.05049,-0.5077585,-0.475259,2.69961,5.13508,2.57684,2.60934,2.43548,-0.12277,-0.09027,-2.525746,-2.558245,0.0325"
"MARCO,-0.780034,-0.026639,-2.07626,-2.060771,-0.778391,-0.66511,-0.8292,-1.77314,-2.4279547,-0.822461,0.7534,-1.296225,-1.280737,0.001643,0.11493,-0.04917,-0.9931098,-1.647921,-0.0424,-2.0496203,-2.034132,-0.751752,-0.63847,-0.802564,-1.7465,-2.401316,-0.795822,0.01549,1.297868,1.411152,1.24706,0.30312,-0.351696,1.2538,1.28238,1.39566,1.23157,0.287627,-0.3671837,1.23831,0.11328,-0.05081,-0.99475,-1.6495638,-0.04407,-0.1641,-1.10804,-1.76285,-0.15735,-0.94394,-1.59875,0.00674,0.950683,-0.654811,1.605494"
"MCM2,0.118104,-0.120387,0.14345,0.130255,0.1477838,0.37349,0.59582,-0.49931,0.2383762,0.340476,-0.23849,0.025349,0.012151,0.02968,0.25539,0.47771,-0.6174105,0.120272,0.222,0.2638393,0.250642,0.26817,0.49388,0.716204,-0.37892,0.358763,0.460863,-0.0132,0.004331,0.230039,0.45236,-0.64276,0.094923,0.19702,0.01753,0.24324,0.46556,-0.629562,0.1081207,0.21022,0.22571,0.44803,-0.64709,0.0905924,0.192693,0.22233,-0.8728,-0.13512,-0.03301,-1.09512,-0.35744,-0.25534,0.839783,0.737683,0.1021"
"MCM3,-0.049328,-0.003724,-0.01434,0.007019,0.0633903,1.03187,0.14128,-0.06013,0.1588911,0.107068,0.0456,0.034992,0.056347,0.112718,1.0812,0.19061,-0.0108058,0.208219,0.156,-0.0106112,0.010743,0.067115,1.0356,0.145002,-0.05641,0.162616,0.110792,0.02135,0.077726,1.046209,0.15561,-0.0458,0.173227,0.1214,0.05637,1.02485,0.13426,-0.067152,0.1518724,0.10005,0.96848,0.07789,-0.12352,0.0955008,0.043677,-0.8906,-1.09201,-0.87298,-0.92481,-0.20141,0.01761,-0.03421,0.167202,0.219025,-0.051823"
"MDM2,0.590542,0.626791,0.07512,0.139585,0.5763985,-0.10483,0.78444,0.91964,0.2233231,0.521076,0.03625,-0.515424,-0.450957,-0.014144,-0.69537,0.1939,0.3290968,-0.367219,-0.0695,-0.5516725,-0.487205,-0.050392,-0.73162,0.157651,0.29285,-0.403468,-0.105715,0.06447,0.50128,-0.179943,0.70932,0.84452,0.148205,0.44596,0.43681,-0.24441,0.64486,0.780054,0.0837378,0.38149,-0.68122,0.20804,0.34324,-0.3530754,-0.055323,0.88927,1.02446,0.32815,0.6259,0.1352,-0.56112,-0.26337,-0.398563,-0.696316,0.297753"
"MED1,0.087505,0.057579,0.22579,-0.535683,0.1818532,0.04813,0.54612,0.38259,0.1688189,0.119511,-0.02993,0.138282,-0.623188,0.094348,-0.03937,0.45862,0.2950848,0.081314,0.032,0.1682083,-0.593262,0.124274,-0.00945,0.488546,0.32501,0.11124,0.061932,-0.76147,-0.043934,-0.177656,0.32034,0.1568,-0.056968,-0.10628,0.71754,0.58381,1.08181,0.918273,0.7045016,0.65519,-0.13372,0.36427,0.20074,-0.0130344,-0.062342,0.49799,0.33446,0.12069,0.07138,-0.16353,-0.37731,-0.42661,-0.263079,-0.213771,-0.049307"
"MELK,0.077529,0.004803,0.31009,-0.112664,0.466963,1.65171,1.05236,0.6396,0.3920091,0.644432,-0.07273,0.232564,-0.190193,0.389434,1.57418,0.97483,0.5620745,0.31448,0.567,0.30529,-0.117467,0.46216,1.64691,1.047556,0.6348,0.387206,0.639629,-0.42276,0.15687,1.34162,0.74227,0.32951,0.081916,0.33434,0.57963,1.76438,1.16502,0.752268,0.5046736,0.7571,1.18475,0.5854,0.17264,-0.0749539,0.177469,-0.59935,-1.01211,-1.2597,-1.00728,-0.41276,-0.66035,-0.40793,0.004828,-0.247594,0.252423"
"MEOX2,1.029028,0.855732,2.40593,-0.917377,0.3332133,-1.0713,-0.87559,0.99183,0.1209469,-0.274415,-0.1733,1.376906,-1.946405,-0.695815,-2.10033,-1.90462,-0.0371938,-0.908081,-1.3,1.5502015,-1.77311,-0.522519,-1.92703,-1.731327,0.1361,-0.734785,-1.130148,-3.32331,-2.072721,-3.477232,-3.28153,-1.4141,-2.284987,-2.68035,1.25059,-0.15392,0.04178,1.909211,1.0383242,0.64296,-1.40451,-1.20881,0.65862,-0.2122664,-0.607629,0.1957,2.06313,1.19224,0.79688,1.86743,0.99654,0.60118,-1.266249,-0.870887,-0.395362"
"MET,-1.08195,-0.685483,-1.40646,-1.485063,0.0333292,-0.36057,-0.67134,-1.13486,-0.7996192,-1.197422,0.39647,-0.324515,-0.403113,1.115279,0.72138,0.41061,-0.0529086,0.282331,-0.115,-0.7209812,-0.79958,0.718813,0.32492,0.014143,-0.44938,-0.114136,-0.511939,-0.0786,1.439794,1.0459,0.73512,0.27161,0.606845,0.20904,1.51839,1.1245,0.81372,0.350205,0.6854439,0.28764,-0.39389,-0.70467,-1.16819,-0.8329484,-1.230751,-0.31078,-0.77429,-0.43905,-0.83686,-0.46352,-0.12828,-0.52608,-0.062564,0.335239,-0.397803"
"MFNG,0.684618,0.265644,0.26276,-0.505896,0.0686073,0.67938,0.85171,0.05779,-0.2428616,-0.195047,-0.41897,-0.421861,-1.190514,-0.616011,-0.00524,0.16709,-0.626824,-0.92748,-0.88,-0.0028865,-0.77154,-0.197037,0.41373,0.586068,-0.20785,-0.508505,-0.460691,-0.76865,-0.19415,0.416618,0.58895,-0.20496,-0.505619,-0.4578,0.5745,1.18527,1.35761,0.56369,0.2630342,0.31085,0.61077,0.7831,-0.01081,-0.3114689,-0.263655,0.17234,-0.62158,-0.92224,-0.87442,-0.79392,-1.09457,-1.04676,-0.252842,-0.300656,0.047814"
"MIA,-0.608862,-0.256675,0.95333,-0.722136,0.1994852,1.46455,-0.67866,-0.50567,-0.2379937,-1.151318,0.35219,1.562193,-0.113273,0.808347,2.07341,-0.0698,0.1031879,0.370868,-0.542,1.210006,-0.465461,0.45616,1.72122,-0.421984,-0.249,0.018681,-0.894642,-1.67547,-0.753846,0.511216,-1.63199,-1.45901,-1.191325,-2.10465,0.92162,2.18668,0.04348,0.216461,0.4841419,-0.42918,1.26506,-0.87814,-0.70516,-0.437479,-1.350803,-2.14321,-1.97022,-1.70254,-2.61586,0.17299,0.44067,-0.47266,-0.645643,0.267681,-0.913324"
"MIS18A,0.238729,0.281762,0.04462,-0.080253,0.3536652,-0.0181,0.199,0.20196,0.6358827,0.320105,0.04303,-0.194108,-0.318982,0.114936,-0.25683,-0.03973,-0.0367721,0.397154,0.0814,-0.2371415,-0.362015,0.071903,-0.29986,-0.082763,-0.07981,0.354121,0.038343,-0.12487,0.309044,-0.06272,0.15438,0.15734,0.591262,0.27548,0.43392,0.06215,0.27925,0.28221,0.716136,0.40036,-0.37176,-0.15467,-0.15171,0.2822175,-0.03356,0.2171,0.22006,0.65398,0.3382,0.00296,0.43688,0.12111,0.118148,0.433926,-0.315777"
"MKI67,0.217085,-0.032571,0.49218,-0.088357,0.1754668,1.46896,1.7585,0.0311,0.3462331,0.493855,-0.24966,0.275092,-0.305442,-0.041618,1.25187,1.54141,-0.1859853,0.129148,0.277,0.5247476,-0.055785,0.208038,1.50153,1.791066,0.06367,0.378804,0.526426,-0.58053,-0.31671,0.976781,1.26632,-0.46108,-0.145943,0.00168,0.26382,1.55731,1.84685,0.119456,0.4345896,0.58221,1.29349,1.58303,-0.14437,0.1707663,0.318388,0.28954,-1.43786,-1.12272,-0.9751,-1.7274,-1.41226,-1.26464,0.462755,0.315133,0.147622"
"MLH1,0.341001,0.485033,0.05042,0.170653,0.23256,0.24636,0.33614,0.91217,0.4040398,0.407265,0.14403,-0.290584,-0.170348,-0.108441,-0.09464,-0.00487,0.5711734,0.063039,0.0663,-0.4346153,-0.31438,-0.252473,-0.23867,-0.148897,0.42714,-0.080993,-0.077768,0.12024,0.182143,0.195941,0.28572,0.86176,0.353622,0.35685,0.06191,0.07571,0.16548,0.741522,0.2333872,0.23661,0.0138,0.10358,0.67961,0.1714798,0.174705,0.08978,0.66582,0.15768,0.16091,0.57604,0.0679,0.07113,-0.50491,-0.508135,0.003225"
"MLLT3,0.618051,0.995988,0.70756,-0.150488,0.5552617,0.48567,0.21779,1.74787,0.5803161,0.833862,0.37794,0.089509,-0.768539,-0.062789,-0.13238,-0.40026,1.1298189,-0.037735,0.216,-0.2884279,-1.146476,-0.440726,-0.51032,-0.7782,0.75188,-0.415672,-0.162126,-0.85805,-0.152299,-0.221889,-0.48977,1.04031,-0.127244,0.1263,0.70575,0.63616,0.36828,1.898358,0.7308037,0.98435,-0.06959,-0.33747,1.19261,0.0250544,0.278601,-0.26788,1.2622,0.09464,0.34819,1.53008,0.36253,0.61607,-0.914008,-1.167554,0.253546"
"MLPH,1.6486,1.638106,0.12246,1.213383,1.3736691,-0.73677,2.18942,2.57798,1.5297117,2.834779,-0.01049,-1.526139,-0.435216,-0.27493,-2.38537,0.54082,0.9293823,-0.118888,1.19,-1.5156452,-0.424722,-0.264437,-2.37487,0.551313,0.93988,-0.108394,1.196673,1.09092,1.251209,-0.859227,2.06696,2.45552,1.407251,2.71232,0.16029,-1.95015,0.97604,1.364599,0.3163284,1.6214,-2.11044,0.81575,1.20431,0.1560426,1.46111,2.92619,3.31475,2.26648,3.57155,0.38856,-0.65971,0.64536,0.256797,-1.04827,1.305067"
"MME,2.216147,0.846187,1.97995,-0.108071,1.6346759,-0.78214,0.63799,1.21688,2.4647573,0.425451,-1.36996,-0.236196,-2.324218,-0.581471,-2.99828,-1.57816,-0.9992683,0.24861,-1.79,1.133764,-0.954258,0.788489,-1.62832,-0.208199,0.37069,1.61857,-0.420736,-2.08802,-0.345275,-2.762087,-1.34196,-0.76307,0.484806,-1.5545,1.74275,-0.67406,0.74606,1.32495,2.5728285,0.53352,-2.41681,-0.99669,-0.4178,0.8300814,-1.209225,1.42012,1.99901,3.24689,1.20759,0.57889,1.82677,-0.21254,-0.791428,1.247878,-2.039306"
"MMP11,1.575177,-1.244725,-0.6348,-0.458917,-1.6168694,-0.71295,0.98831,-0.26836,0.0650816,-1.215628,-2.8199,-2.209978,-2.034094,-3.192046,-2.28813,-0.58686,-1.8435382,-1.510095,-2.79,0.6099238,0.785808,-0.372145,0.53177,2.233039,0.97636,1.309806,0.029097,0.17588,-0.982068,-0.078152,1.62312,0.36644,0.699883,-0.58083,-1.15795,-0.25404,1.44723,0.190555,0.5239985,-0.75671,0.90392,2.60518,1.34851,1.681951,0.401242,1.70127,0.44459,0.77803,-0.50267,-1.25668,-0.92323,-2.20394,-0.947266,0.333443,-1.280709"
"MMP14,1.374548,-0.119017,0.46005,-0.233733,0.0699023,-0.60506,-0.53836,-0.08492,0.4421058,-0.432566,-1.49356,-0.914502,-1.60828,-1.304645,-1.97961,-1.91291,-1.4594656,-0.932442,-1.81,0.5790626,-0.114716,0.188919,-0.48604,-0.419343,0.0341,0.561123,-0.313549,-0.69378,-0.390144,-1.065104,-0.99841,-0.54496,-0.01794,-0.89261,0.30364,-0.37133,-0.30463,0.148815,0.6758386,-0.19883,-0.67496,-0.60826,-0.15482,0.3722035,-0.502468,0.0667,0.52014,1.04716,0.17249,0.45344,0.98047,0.10579,-0.347647,0.527024,-0.874671"
"MMP3,-0.519487,-2.772647,0.62244,-1.34808,-0.5604189,-1.43266,0.34906,-1.04986,-1.4750799,-3.777595,-2.25316,1.141932,-0.828592,-0.040931,-0.91318,0.86855,-0.5303707,-0.955593,-3.26,3.3950915,1.424568,2.212228,1.33998,3.121706,1.72279,1.297567,-1.004948,-1.97052,-1.182863,-2.055108,-0.27339,-1.6723,-2.097524,-4.40004,0.78766,-0.08458,1.69714,0.298221,-0.1270003,-2.42952,-0.87225,0.90948,-0.48944,-0.914661,-3.217176,1.78172,0.38281,-0.04242,-2.34493,-1.39892,-1.82414,-4.12665,-2.727737,-0.425222,-2.302515"
"MMP7,-1.211751,-1.269241,-0.80015,-1.873012,-0.6625612,2.21501,1.63917,-2.74084,0.0209904,-2.061324,-0.05749,0.411603,-0.661261,0.54919,3.42676,2.85093,-1.5290882,1.232742,-0.85,0.4690925,-0.603771,0.60668,3.48425,2.908416,-1.4716,1.290231,-0.792083,-1.07286,0.137587,3.01516,2.43932,-1.94069,0.821139,-1.26118,1.21045,4.08802,3.51219,-0.867828,1.8940023,-0.18831,2.87757,2.30174,-2.07828,0.6835516,-1.398763,-0.57584,-4.95585,-2.19402,-4.27634,-4.38001,-1.61818,-3.7005,0.679516,2.76183,-2.082314"
"MMP9,4.040834,3.274964,4.96039,2.246542,2.4518562,3.50364,5.63659,1.09217,3.1845234,3.400351,-0.76587,0.919558,-1.794292,-1.588978,-0.5372,1.59575,-2.948662,-0.856311,-0.64,1.6854277,-1.028423,-0.823108,0.22867,2.361623,-2.18279,-0.090441,0.125387,-2.71385,-2.508536,-1.456755,0.6762,-3.86822,-1.775868,-1.56004,0.20531,1.2571,3.39005,-1.15437,0.9379819,1.15381,1.05178,3.18473,-1.35968,0.7326672,0.948495,2.13295,-2.41146,-0.31911,-0.10329,-4.54442,-2.45206,-2.23624,2.308179,2.092351,0.215828"
"MMRN2,0.486694,0.509562,0.36048,-0.284762,0.6742878,-0.32529,-0.18664,-1.05311,0.3195493,-0.114696,0.02287,-0.126212,-0.771456,0.187594,-0.81199,-0.67333,-1.5398009,-0.167145,-0.601,-0.1490799,-0.794324,0.164726,-0.83486,-0.696198,-1.56267,-0.190012,-0.624258,-0.64524,0.313806,-0.685776,-0.54712,-1.41359,-0.040933,-0.47518,0.95905,-0.04053,0.09813,-0.768345,0.6043111,0.17007,-0.99958,-0.86092,-1.72739,-0.3547385,-0.788984,0.13866,-0.72781,0.64484,0.2106,-0.86647,0.50619,0.07194,0.938411,1.372656,-0.434245"
"MRE11,0.528727,0.119784,0.00463,-0.195376,0.1164082,0.12773,0.00566,0.29825,-0.1035512,-0.098889,-0.40894,-0.524099,-0.724103,-0.412319,-0.401,-0.52306,-0.23048,-0.632279,-0.628,-0.1151562,-0.31516,-0.003376,0.00794,-0.114121,0.17846,-0.223335,-0.218674,-0.2,0.11178,0.123098,0.00104,0.29362,-0.108179,-0.10352,0.31178,0.3231,0.20104,0.493623,0.0918245,0.09649,0.01132,-0.11075,0.18184,-0.2199594,-0.215298,-0.12206,0.17052,-0.23128,-0.22662,0.29258,-0.10921,-0.10455,-0.397137,-0.401799,0.004662"
"MS4A2,0.848655,0.473032,0.69664,-1.444717,0.3873953,-0.32852,1.20096,0.72162,0.6257664,-1.159015,-0.37562,-0.15201,-2.293372,-0.46126,-1.17717,0.35231,-0.1270359,-0.222889,-2.01,0.2236126,-1.91775,-0.085637,-0.80155,0.727932,0.24859,0.152734,-1.632047,-2.14136,-0.309249,-1.025165,0.50432,0.02497,-0.070878,-1.85566,1.83211,1.1162,2.64568,2.166336,2.0704836,0.2857,-0.71592,0.81357,0.33422,0.238371,-1.546411,1.52948,1.05014,0.95429,-0.8305,-0.47935,-0.5752,-2.35998,-1.880634,-0.095853,-1.784782"
"MSR1,0.221867,0.191597,-0.39483,-0.281125,-0.050522,-0.45384,0.72415,0.47309,-0.2464326,0.348731,-0.03027,-0.616702,-0.502992,-0.272389,-0.6757,0.50228,0.2512219,-0.4683,0.127,-0.5864314,-0.472722,-0.242119,-0.64543,0.532552,0.28149,-0.438029,0.157134,0.11371,0.344313,-0.059001,1.11898,0.86792,0.148402,0.74357,0.2306,-0.17271,1.00527,0.754214,0.0346924,0.62986,-0.40331,0.77467,0.52361,-0.1959106,0.399253,1.17798,0.92693,0.2074,0.80257,-0.25106,-0.97058,-0.37542,-0.124358,-0.719522,0.595164"
"MT1G,-1.094871,-0.336225,-1.24893,-0.886296,0.0609866,0.69385,0.5684,-0.09694,-0.041742,-0.377798,0.75865,-0.154057,0.208575,1.155858,1.78872,1.66327,0.9979296,1.053129,0.717,-0.9127036,-0.550071,0.397211,1.03007,0.904625,0.23928,0.294483,-0.041574,0.36263,1.309915,1.942773,1.81733,1.15199,1.207186,0.87113,0.94728,1.58014,1.4547,0.789355,0.844554,0.5085,0.63286,0.50741,-0.15793,-0.1027286,-0.438785,-0.12544,-0.79079,-0.73559,-1.07164,-0.66534,-0.61014,-0.9462,-0.280857,0.055199,-0.336056"
"MTOR,0.401185,0.41953,0.01976,0.064441,0.3826034,0.35295,0.42057,0.5448,0.3205324,0.271816,0.01835,-0.381424,-0.336744,-0.018581,-0.04823,0.01939,0.143616,-0.080652,-0.129,-0.3997699,-0.35509,-0.036927,-0.06658,0.001045,0.12527,-0.098998,-0.147715,0.04468,0.362843,0.333194,0.40081,0.52504,0.300772,0.25206,0.31816,0.28851,0.35613,0.48036,0.2560917,0.20738,-0.02965,0.03797,0.1622,-0.062071,-0.110788,0.06762,0.19185,-0.03242,-0.08114,0.12423,-0.10004,-0.14876,-0.272985,-0.224268,-0.048717"
"MUC1,0.586349,0.354841,1.03487,0.664623,0.8629729,-0.38468,0.96837,-0.29637,1.1284723,1.027701,-0.23151,0.448518,0.078273,0.276624,-0.97102,0.38202,-0.8827234,0.542123,0.441,0.6800258,0.309781,0.508132,-0.73952,0.613533,-0.65122,0.773631,0.67286,-0.37024,-0.171894,-1.419543,-0.06649,-1.33124,0.093605,-0.00717,0.19835,-1.0493,0.30375,-0.960997,0.4638497,0.36308,-1.24765,0.1054,-1.15935,0.2654994,0.164729,1.35305,0.0883,1.51315,1.41238,-1.26475,0.1601,0.05933,1.324076,1.424847,-0.100771"
"MUS81,-0.230621,0.324158,0.44721,0.115913,0.1727113,0.64143,0.5019,0.93939,0.1094284,0.187188,0.55478,0.67783,0.346534,0.403332,0.87205,0.73252,1.1700148,0.340049,0.418,0.1230509,-0.208245,-0.151447,0.31727,0.177738,0.61524,-0.21473,-0.13697,-0.3313,-0.274498,0.194218,0.05469,0.49218,-0.337781,-0.26002,0.0568,0.52551,0.38598,0.823481,-0.0064848,0.07127,0.46872,0.32918,0.76668,-0.0632829,0.014476,-0.13953,0.29797,-0.532,-0.45424,0.4375,-0.39247,-0.31471,-0.752206,-0.829965,0.077759"
